id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit
25Sd73fleKUVPNqITPZkn1,"""45""",['The Gaslight Anthem'],202493,1/1/12,2012,0.000696,0.315,0.97,0.0,0.277,-4.709,0.102,178.068,0.423,1,8,48,0
617KSbx52ACbnQBxSsG26X,#Beautiful,"['Mariah Carey', 'Miguel']",199867,5/27/14,2014,0.346,0.677,0.749,0.0,0.347,-5.405,0.0391,107.042,0.469,1,4,54,0
1u6GCyU5atrzrAqwC55og1,#GETITRIGHT,['Miley Cyrus'],264707,10/4/13,2013,0.0581,0.844,0.614,6.99e-06,0.0769,-6.19,0.0708,116.034,0.714,1,5,51,1
1HOlb9rdNOmy9b1Fakicjo,#SELFIE,['The Chainsmokers'],183750,1/1/14,2014,0.0135,0.789,0.916,8.09e-06,0.077,-3.262,0.249,127.956,0.658,1,0,64,0
0xSfELjbi6QwmprLDu4Nrx,#icanteven (feat. French Montana),"['The Neighbourhood', 'French Montana']",234480,11/28/14,2014,0.114,0.359,0.625,1.9e-05,0.0787,-9.387,0.146,111.866,0.154,0,6,58,1
01TuObJVd7owWchVRuQbQw,#thatPOWER,"['will.i.am', 'Justin Bieber']",279507,1/1/13,2013,0.00112,0.797,0.608,7.66e-05,0.0748,-6.096,0.0584,127.999,0.402,0,6,68,0
65u1dHQyQyE4y4aN2eDmMF,$$$ - with Matt Ox,"['XXXTENTACION', 'Matt Ox']",130403,3/16/18,2018,0.0636,0.774,0.507,0.0,0.138,-6.952,0.065,140.067,0.508,0,1,68,1
2L9mXwt6vJ3FxVxf7jsGkd,$150 / roll widdit,['Healy'],181368,12/17/15,2015,0.325,0.665,0.409,1.29e-05,0.0747,-10.037,0.787,151.355,0.296,1,0,54,0
48YPDmhRIQRiusm5uCz5gX,$TING,['The Neighbourhood'],282547,12/10/13,2013,0.622,0.566,0.777,0.758,0.0985,-6.19,0.0505,134.014,0.341,0,9,53,0
6AoYWCzsDls6c61Zp5qTuU,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),"['Lil Dicky', 'Fetty Wap', 'Rich Homie Quan']",290836,7/31/15,2015,0.114,0.858,0.697,0.0,0.224,-5.361,0.23,98.012,0.364,1,2,69,1
5NXeprz7VhJkG6RgSAqqeO,$outh $ide $uicide,"['$uicideBoy$', 'Pouya']",169169,9/1/15,2015,0.00591,0.798,0.529,0.394,0.072,-6.327,0.074,109.995,0.0524,1,1,52,1
4VsMart0lkjUtyQnmxloK6,$outh $ide $uicide,"['$uicideBoy$', 'Pouya']",169320,6/15/15,2015,0.00538,0.797,0.516,0.431,0.0728,-6.286,0.0831,109.997,0.0477,1,1,69,1
2vzbU9nlpIMYxlt0FucOHi,&,['Tally Hall'],194587,6/21/11,2011,0.00135,0.532,0.88,0.0,0.348,-5.119,0.0362,95.921,0.727,1,11,56,0
0w4m3Xp4svlIoyL94Zjlyd,&Run,['Sir Sly'],226587,6/30/17,2017,0.0203,0.764,0.661,0.000179,0.179,-8.276,0.0526,92.018,0.479,1,5,59,0
7uX3gufAoBVqKVoD3dBLLD,&burn (with Vince Staples),"['Billie Eilish', 'Vince Staples']",179016,12/15/17,2017,0.213,0.776,0.379,0.00175,0.0969,-9.351,0.331,82.531,0.346,0,9,69,0
6X7qcg95CAeJpTjtg1wooM,&burn (with Vince Staples),"['Billie Eilish', 'Vince Staples']",179016,12/22/17,2017,0.213,0.776,0.379,0.00175,0.0969,-9.351,0.331,82.531,0.346,0,9,65,0
0AIL1m3mlMi98wKOaJ7uoG,'Bout It (feat. Daniel James & Benjamin O),"['Jeremy Zucker', 'Daniel James ', 'Benjamin O']",263359,12/6/15,2015,0.21,0.892,0.619,0.0,0.0818,-5.728,0.0968,130.983,0.92,1,10,54,1
2O99aywAVBhaPrsiJ6zbSS,'Cause I'm A Man,['Tame Impala'],241987,7/17/15,2015,0.108,0.547,0.695,0.00301,0.14,-4.969,0.0337,144.684,0.641,1,9,65,1
6Ok5DivyUJjsLVUUWLzz6o,'Flawless' Do It Well Pt. 3 (feat. Summer Walker),"['dvsn', 'Summer Walker']",231489,4/17/20,2020,0.216,0.607,0.42,0.0,0.129,-9.307,0.0595,140.639,0.643,0,5,65,1
5DfAKQmET7CEenXz4bpaN6,'Till I Get There,['Lupe Fiasco'],203973,3/4/11,2011,0.0237,0.692,0.726,2.33e-05,0.118,-6.427,0.0465,87.008,0.782,1,1,46,0
53CUl8RvJqbBPm31SiSg7Q,(Bonus) Itchin,['Future'],158933,1/17/12,2012,0.0422,0.823,0.472,0.0,0.217,-6.968,0.113,136.114,0.257,1,1,46,1
3BDxv4ORzOpXAsa4lWVl4i,(Fuck A) Silver Lining,['Panic! At The Disco'],168613,6/22/18,2018,0.0272,0.577,0.939,0.0,0.24,-1.352,0.108,105.092,0.714,0,1,63,1
2KM6IUxhLt6Xd7beWuIkWf,(I Can't) Forget About You,['R5'],211920,1/1/13,2013,0.00202,0.732,0.766,0.0,0.0701,-4.959,0.0348,119.956,0.785,1,0,48,0
3d1Hbu6v1uJ2rTClxKYYRl,(Kissed You) Good Night,['Gloriana'],232903,10/14/11,2011,0.0807,0.523,0.747,0.0,0.11,-6.125,0.0292,118.97,0.294,1,11,44,0
0Rj68IX1WqAtceUZQGk7aa,(Kissed You) Good Night,['Gloriana'],232903,7/27/12,2012,0.0807,0.523,0.747,0.0,0.11,-6.125,0.0292,118.97,0.294,1,11,53,0
6JmV5cyTQ934NxLY4Z0tg1,(One of Those) Crazy Girls,['Paramore'],212560,4/5/13,2013,0.0256,0.45,0.787,1.02e-06,0.109,-3.913,0.0403,122.994,0.486,1,6,53,0
2cnhi0n4UMWCXQIEaVjnm5,(Theme From) Red Dead Redemption,['Bill Elm & Woody Jackson'],338240,5/18/10,2010,0.687,0.426,0.502,0.952,0.099,-11.824,0.0327,129.97,0.28,0,9,50,0
4AWZVz9cuAS1ZsJUB5cq8S,(This Ain't) No Thinkin' Thing,['Trace Adkins'],241120,1/1/10,2010,0.156,0.628,0.807,4.92e-05,0.0962,-3.835,0.0251,116.058,0.554,0,9,49,0
2Px4PrbPBMeWB1silbjI5H,(Today I Met) The Boy I'm Gonna Marry,['Darlene Love'],165651,2011,2011,0.54,0.353,0.703,0.0641,0.91,-5.847,0.0583,100.076,0.608,0,1,54,0
1Zv2jT7iZu98Feqpzhn0nd,(i hope you) miss me,['Joseph Black'],159171,2/14/20,2020,0.118,0.734,0.596,0.0,0.107,-10.023,0.324,98.024,0.317,0,6,74,1
7tefUew2RUuSAqHyegMoY1,***Flawless (feat. Chimamanda Ngozi Adichie),"['Beyoncé', 'Chimamanda Ngozi Adichie']",250960,11/24/14,2014,0.0953,0.476,0.688,0.000645,0.438,-7.799,0.245,140.553,0.352,1,1,62,1
589b0rCmtbwI1xz7brhISe,*Sobs Quietly*,['Mom Jeans.'],118465,7/3/16,2016,0.00599,0.421,0.785,1.5e-06,0.0941,-9.461,0.095,117.021,0.396,1,2,54,0
706e7n479uUY8Q46jGAnaA,*〜アスタリスク〜,['ORANGE RANGE'],257013,7/14/10,2010,0.0618,0.565,0.945,0.00456,0.357,-4.78,0.05,127.877,0.617,1,5,56,0
41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around",['$uicideBoy$'],168490,2/14/20,2020,0.13,0.792,0.512,8.82e-05,0.14,-6.875,0.0408,113.978,0.11,1,2,82,1
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,['Taylor Swift'],208187,11/10/17,2017,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,1,2,71,0
37bWNUTzhM1DvYyOEXY0rC,...There You Are!,['Intentional Vibes'],226364,2/21/19,2019,0.968,0.0797,0.032,0.977,0.364,-28.533,0.0464,62.399,0.0715,1,5,64,0
5QeUZ1Z4xSCegBXutW3IIt,0,['A.CHAL'],165214,12/8/18,2018,0.494,0.734,0.472,0.00293,0.102,-8.192,0.306,190.011,0.387,0,1,65,1
4COGASZEbAxmH6k5gYMo6G,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]","['Jon Z', 'Noriel', 'Darkiel', 'Lyan', 'Messiah', 'Baby Rasta']",335737,11/24/16,2016,0.155,0.894,0.721,0.0,0.154,-5.829,0.258,107.963,0.392,0,4,66,1
4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,['Drake'],275227,7/14/13,2013,0.737,0.559,0.716,0.0,0.252,-3.964,0.39,176.618,0.504,0,11,70,1
4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock),['BTS'],250296,2/21/20,2020,0.0802,0.566,0.548,0.0,0.11,-6.456,0.0579,157.999,0.196,1,1,75,0
4txn9qnwK3ILQqv5oq2mO3,03' Adolescence,['J. Cole'],264213,12/9/14,2014,0.389,0.518,0.809,0.0,0.275,-6.362,0.566,146.216,0.261,1,1,63,1
5SenNS7C7ULDyCJD3lJeki,07 Britney,['Chelsea Collins'],182915,5/8/20,2020,0.11,0.475,0.846,0.0,0.24,-1.465,0.0625,154.19,0.381,1,4,64,0
27KSwBOQTjGWt2Fe8fNAwq,1 2 3 (feat. Blac Youngsta),"['Moneybagg Yo', 'Blac Youngsta']",155572,1/10/20,2020,0.027,0.947,0.58,0.0,0.0616,-7.635,0.46,127.046,0.778,1,1,65,1
69Tf2qK9sYOi1ncnXrfIUV,1 4 2,['Inner Wave'],305467,8/25/14,2014,0.179,0.701,0.692,0.0101,0.0994,-7.527,0.0374,114.987,0.56,1,0,53,0
3DV3fcJ1Cgc5lVAdvw73Kx,1 Hell of a Life,"['Young Dolph', 'Key Glock']",159453,7/26/19,2019,0.149,0.857,0.666,2.2e-06,0.111,-5.951,0.074,139.966,0.623,1,7,60,1
39bs2V8huzcmWoeSlHKZeP,1 SIDED LOVE,['blackbear'],170667,4/26/19,2019,0.236,0.584,0.42,0.0,0.119,-7.827,0.0322,90.051,0.283,1,8,71,0
7LptQZjp5wgdYDQZPjOV9O,1 Thot 2 Thot Red Thot Blue Thot,['Yung Gravy'],131139,5/4/18,2018,0.148,0.79,0.768,0.000947,0.126,-5.638,0.284,80.029,0.691,1,6,71,1
0EvbxYOLwwFABQHAolmcVF,1 Threw 8,['Mac Miller'],237077,3/23/12,2012,0.0123,0.443,0.666,4.94e-05,0.115,-8.156,0.375,80.056,0.259,1,7,46,1
1pzJboOZaDNwshBnOlNh3a,1+1,['Beyoncé'],273880,6/24/11,2011,0.381,0.303,0.384,5.14e-06,0.0661,-7.342,0.0339,63.345,0.261,1,6,58,0
226le7T3p82reYWzsi9Hsz,"1, 2 Many","['Luke Combs', 'Brooks & Dunn']",180907,11/8/19,2019,0.0397,0.54,0.821,0.0,0.423,-3.789,0.0873,148.798,0.685,1,6,72,0
4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","['Sofia Reyes', 'Jason Derulo', 'De La Ghetto']",201526,2/16/18,2018,0.165,0.792,0.895,0.0,0.0501,-3.112,0.0589,94.968,0.794,0,1,73,0
22uyZjmZR0DX8FyrIwQl35,"1,000 Years",['Liza Anne'],219000,2/4/14,2014,0.645,0.437,0.301,0.0,0.117,-8.519,0.0384,126.016,0.203,1,0,54,0
1wp1aHirvZihTdrtdFuFv0,1-800-273-8255,['Our Last Night'],235250,9/26/17,2017,0.00335,0.593,0.799,0.0157,0.125,-6.098,0.0317,99.975,0.355,0,4,60,0
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']",250173,5/5/17,2017,0.569,0.62,0.574,0.0,0.19,-7.788,0.0479,100.023,0.357,0,5,80,1
2wOXxtHZgRkkrkEbKLzzqs,1.5,['21 Savage'],148656,12/21/18,2018,0.000244,0.885,0.52,1.16e-06,0.454,-8.353,0.359,84.022,0.306,1,1,61,1
12d5QFwzh60IIHlsSnAvps,10 Bands,['Drake'],177733,2/12/15,2015,0.265,0.825,0.756,2.15e-06,0.0762,-3.687,0.383,172.938,0.888,0,11,64,1
7DHNcoR73yUYCSn6PqBgkH,10 F*CKS (with Mansa),"['Tory Lanez', 'Mansa']",169763,4/10/20,2020,0.048,0.709,0.562,0.0,0.207,-10.326,0.116,88.027,0.265,1,11,72,1
4Z9cAwlkruSbWblPBthygg,10 Feet,['Juice WRLD'],212312,3/8/19,2019,0.466,0.678,0.681,0.000657,0.263,-7.698,0.183,104.014,0.525,0,6,66,1
68biLwi894rMQPeIiSky2t,10 Feet Down,"['NF', 'Ruelle']",217107,10/6/17,2017,0.0964,0.62,0.835,1.23e-05,0.269,-6.634,0.0984,96.09,0.0535,0,5,64,0
0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),"['Metro Boomin', '21 Savage']",208293,11/6/18,2018,0.588,0.81,0.353,0.0,0.102,-9.931,0.31,88.031,0.0727,0,6,78,1
5HPnumlogzZtpLEaORZjz1,10 Lovers,['The Black Keys'],213227,5/9/14,2014,0.0434,0.606,0.638,0.000247,0.0887,-6.994,0.0339,97.992,0.817,0,3,52,0
6ub9RjCyIJcAOZVdQnG5d2,10 Mile Stereo,['Beach House'],303853,1/26/10,2010,0.0523,0.24,0.738,0.00121,0.419,-4.383,0.0472,193.023,0.305,0,10,41,0
26W5hzHymyTJj29lw0E9hj,10 Seconds,['Jazmine Sullivan'],187680,11/29/10,2010,0.229,0.496,0.465,0.0,0.207,-6.358,0.0431,188.15,0.268,0,8,45,0
0nb31l6np6ud0RATN4UQ1u,10 for 10,['JayDaYoungan'],142000,6/5/20,2020,0.0646,0.649,0.501,0.0,0.0888,-10.005,0.204,129.805,0.144,0,4,51,1
41SwdQIX8Hy2u6fuEDgvWr,10%,"['KAYTRANADA', 'Kali Uchis']",186680,12/13/19,2019,0.0267,0.794,0.757,0.000306,0.0621,-6.644,0.123,107.99,0.615,0,6,67,1
4nutwPQrK56fFmrAMgyPhz,"10,000 Degrees",['$uicideBoy$'],189109,9/7/18,2018,0.0193,0.72,0.727,0.0,0.107,-8.16,0.221,77.991,0.277,1,1,60,1
2pA4ip3VIEVcIa3qE02oAX,"10,000 Emerald Pools",['BØRNS'],174693,10/16/15,2015,0.00694,0.568,0.578,0.000353,0.099,-5.589,0.0404,139.951,0.555,1,6,64,0
6d1fGqMtdUEuHqFSDMlR0N,"10,000 Hours",['Ella Mai'],230240,11/18/16,2016,0.203,0.598,0.405,0.0,0.311,-8.155,0.0464,122.144,0.244,0,5,56,1
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","['Dan + Shay', 'Justin Bieber']",167693,10/4/19,2019,0.153,0.654,0.63,0.0,0.111,-4.644,0.0259,89.991,0.43,1,10,87,0
6HjF1gzVEZMb4GplnGl9B3,"10,000 Hours (with Justin Bieber) - Piano","['Dan + Shay', 'Justin Bieber']",172320,11/27/19,2019,0.765,0.426,0.366,0.0,0.117,-6.514,0.0312,179.736,0.386,1,10,70,0
0fxpHpK3aw2nFWII6yveDD,"10,000 Reasons (Bless The Lord) - Live",['Matt Redman'],342493,1/1/11,2011,0.452,0.431,0.485,0.0,0.544,-8.085,0.0274,145.22,0.367,1,7,66,0
2MobJagQB0dGJoRqI8OT0m,"10,000 Reasons (Bless The Lord) [Radio Version] - Radio Version/Live",['Matt Redman'],256933,1/1/12,2012,0.0839,0.459,0.561,0.0,0.0998,-7.091,0.0271,144.783,0.306,1,7,60,0
62xoeztSUzgIBTQgbRBBRR,"10,000 Weight in Gold",['The Head and the Heart'],252307,10/15/13,2013,0.435,0.484,0.491,0.495,0.134,-9.294,0.0233,82.425,0.3,1,6,46,0
4tVphly4D1PB8tJC9gHMcJ,10-Oct,['Rex Orange County'],146093,10/25/19,2019,0.302,0.487,0.909,2.91e-05,0.0781,-4.092,0.0994,187.829,0.293,1,10,65,1
3tovofu1VVmE3fXKKmTapY,10.000 Razones,['Su Presencia'],290577,11/4/14,2014,0.783,0.52,0.433,0.0,0.154,-7.595,0.0269,145.984,0.293,1,0,59,0
6FyDii5Aec6cNcjLzvS37z,100 (feat. Drake),"['The Game', 'Drake']",334360,1/22/16,2016,0.0136,0.801,0.521,0.0,0.179,-9.871,0.28,108.025,0.412,0,4,60,1
17FK4etx1u2NK60cptINMS,100 Bad Days,['AJR'],212783,4/26/19,2019,0.0465,0.626,0.639,0.0,0.161,-5.62,0.085,144.009,0.638,1,10,70,0
3PxesQpKxcxkZAyeo7yjFI,100 Black Coffins,['Rick Ross'],223893,1/1/12,2012,0.0419,0.583,0.887,0.0,0.426,-7.774,0.427,142.244,0.252,0,9,48,1
2ZDpSQfBdgkooeXw6oj3Uz,100 Degrees,['Rich Brian'],166146,7/26/19,2019,0.118,0.756,0.648,0.0,0.515,-5.287,0.0731,80.979,0.657,1,0,70,1
4z0PnuB07fxtVZZRWsCfxb,100 Grandkids,['Mac Miller'],278507,9/18/15,2015,0.371,0.735,0.749,0.0,0.47,-3.766,0.0874,93.718,0.373,0,10,63,1
4T2dHb8XBYHlVj7Dyo1cW9,100 Racks (Offset feat. Playboi Carti),"['Quality Control', 'Offset', 'Playboi Carti']",157645,8/16/19,2019,0.0606,0.939,0.632,0.00136,0.101,-2.978,0.137,133.979,0.364,1,1,65,1
3Uoy2lrZdhocMWO0jIdjAp,100 Shooters (feat. Meek Mill & Doe Boy),"['Future', 'Meek Mill', 'Doe Boy']",208258,5/15/20,2020,0.0122,0.827,0.664,0.0,0.251,-5.756,0.176,120.672,0.198,0,1,68,1
3TXy6nchgKeYlVwOKNk9lE,100 Shots,['Young Dolph'],264819,4/1/17,2017,0.135,0.798,0.668,4.69e-06,0.0583,-5.244,0.25,134.006,0.154,1,8,61,1
4mQMvcRtQou5yI8mjuJ1lf,100 Ways,['Jackson Wang'],168627,3/20/20,2020,0.318,0.801,0.782,0.0,0.285,-7.081,0.241,109.955,0.613,1,7,72,0
62hTXlVQacy3pjBW4ntRPl,1000 Doves,['Lady Gaga'],215480,5/29/20,2020,0.0236,0.668,0.826,1.07e-05,0.474,-4.466,0.0383,122.973,0.388,1,9,79,0
5o7ZDvfOry1MNhNLBOJulo,1000 Rounds,"['Pouya', 'Ghostemane']",163371,3/20/17,2017,0.0111,0.825,0.761,0.00359,0.334,-5.389,0.104,149.97,0.161,1,8,69,1
2DpLoT8qfJdZhsLGFg413r,1000hp,['Godsmack'],226467,8/5/14,2014,3.94e-05,0.515,0.95,3.75e-06,0.0366,-3.918,0.0526,92.132,0.464,1,2,57,1
1XWcdNQvGrX32fH09CwuWI,100it Racks,"['Future', '2 Chainz', 'Drake']",265038,10/13/16,2016,0.226,0.82,0.599,0.0489,0.105,-9.796,0.141,137.022,0.356,0,10,55,1
4wVuGccjXDNf9sWWVajkpk,100k On A Coupe (feat. Calboy),"['Pop Smoke', 'Calboy']",117093,12/13/19,2019,0.516,0.669,0.684,0.0,0.214,-3.544,0.0696,146.908,0.41,0,5,67,1
1aUGxXCz9QimNkKeiJtzZ7,105 F Remix,"['KEVVO', 'Farruko', 'Chencho Corleone', 'Arcangel', 'Darell', 'Nengo Flow', 'Brytiago', 'Myke Towers']",464200,9/12/19,2019,0.368,0.9,0.754,2.74e-06,0.286,-7.016,0.156,100.045,0.741,0,5,75,1
71qTg1coMAqpmwIlVVayoV,10k Hours (feat. Nas),"['Jhené Aiko', 'Nas']",257987,3/6/20,2020,0.885,0.663,0.41,0.000667,0.137,-9.589,0.367,89.113,0.324,0,6,63,0
7nZBRPj89rgeZ5eBLp2J7P,11 Blocks,['Wrabel'],222213,6/24/16,2016,0.0216,0.553,0.711,0.0,0.142,-4.275,0.0378,99.515,0.293,1,0,60,0
1BzdE75pSHlsqF2roxxEWk,11 Hours - Branchez Remix,"['Wet', 'Branchez']",156213,8/10/18,2018,0.626,0.687,0.352,0.000151,0.133,-8.229,0.0759,122.955,0.155,1,8,60,0
4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker),"['YUNGBLUD', 'Halsey', 'Travis Barker']",239507,2/14/19,2019,0.0116,0.464,0.852,0.0,0.108,-3.804,0.067,160.075,0.233,1,11,71,1
02M6vucOvmRfMxTXDUwRXu,11-Jul,['Beyoncé'],213507,11/24/14,2014,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0.56,0,9,71,0
3lpnYiJSFZmtsIM13OyRfa,115,"['Brian Tuey', 'James McCawley', 'Kevin Sherwood', 'Treyarch Sound']",228160,1/25/11,2011,0.000105,0.366,0.933,2.07e-06,0.102,-3.808,0.172,199.984,0.677,1,8,61,0
4Yggt5XlzJMvrSuxH5F0wh,115 - Remaster,['Treyarch'],228200,9/3/13,2013,5.28e-05,0.425,0.925,1.06e-06,0.0624,-4.538,0.184,200.149,0.501,1,8,54,0
7KbF6AdprOXEEHlsq11Z6d,11:00 PM,['Maluma'],175733,5/17/19,2019,0.217,0.777,0.712,0.0,0.091,-4.84,0.277,95.692,0.68,1,10,81,0
1sBPOds8iK7L09w2eE4AXu,12 Feet Deep,['The Front Bottoms'],225253,6/17/14,2014,0.00961,0.328,0.932,0.0,0.36,-5.612,0.0924,101.36,0.534,1,9,47,0
6O6zRZhk8sQc5shBXhx7SJ,12 Fingers,['Young the Giant'],256933,2011,2011,0.00461,0.5,0.7,0.0,0.317,-6.941,0.0324,122.363,0.425,1,11,45,0
011ZwIM48eD8ee2UBpG8nK,"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)","['Childish Gambino', '21 Savage', 'Ink', 'Kadhja Bonet']",392187,3/22/20,2020,0.197,0.691,0.524,4.29e-05,0.488,-9.718,0.16,164.047,0.41,1,5,69,1
1ZKueMWFwl6qPxczBLqJII,122 Days,['$uicideBoy$'],184324,9/7/18,2018,0.395,0.763,0.381,7.97e-06,0.568,-13.211,0.279,130.968,0.0976,1,6,66,1
07HYEJfLR6CrvKeLpfrA7r,12:34 AM,"['Billy Lemos', 'Maxwell Young', 'Omar Apollo']",127000,6/27/17,2017,0.656,0.711,0.473,0.0666,0.119,-11.971,0.116,90.001,0.32,1,1,60,0
4edtsBlaX23OPYmhA4R0GP,12:45 - Stripped,['Etham'],179013,10/26/18,2018,0.634,0.459,0.214,0.0,0.125,-10.66,0.0403,163.816,0.397,1,5,66,0
0WOvSEVpUGkNufX0w0M06F,13,['LANY'],234818,6/30/17,2017,0.69,0.784,0.539,1.75e-05,0.0367,-8.148,0.0628,133.963,0.697,0,8,67,0
3ZKRAzNAsiJrBGUM2BX9av,13 Beaches,['Lana Del Rey'],295569,7/21/17,2017,0.539,0.333,0.389,0.0772,0.163,-9.132,0.0364,144.204,0.25,1,7,64,0
7kCyFv5xxb1duTJobelpK1,13 Years,['Cody Jinks'],238880,4/11/12,2012,0.264,0.466,0.506,0.13,0.102,-7.473,0.0296,132.288,0.252,1,11,43,0
38td8VabuKlQt72Q2VnhbO,134340,['BTS'],230063,5/18/18,2018,0.153,0.664,0.688,9.14e-05,0.173,-6.466,0.0543,106.022,0.65,0,11,65,0
1TSXaIf62MeAtdExEPxDqz,14 Miles From Home,['Six Market Blvd.'],255093,11/20/12,2012,0.467,0.641,0.645,0.0,0.0925,-7.208,0.0266,103.023,0.24,1,7,50,0
1MnJ5vOM6V5S2l8VN7LjbT,"14,400 Minutes",['Chance the Rapper'],128571,4/3/12,2012,0.106,0.826,0.745,0.0,0.371,-8.758,0.487,126.547,0.539,1,11,48,1
5sCvipEhpAhVhu3K6kzm1P,14-Feb,['The Band CAMINO'],163690,4/1/16,2016,0.377,0.607,0.708,0.0,0.294,-7.428,0.0539,97.005,0.551,1,9,67,0
75lcPkAkUsKWHGBlGM476R,1400 / 999 Freestyle,"['Trippie Redd', 'Juice WRLD']",175954,11/9/18,2018,0.0079,0.825,0.572,0.0,0.113,-6.067,0.0864,141.991,0.568,0,6,79,1
4DdaOUTsCqz4cLK3z92oso,143,"['Bobby Brackins', 'Ray J']",206813,1/1/10,2010,0.0113,0.833,0.751,0.0,0.0235,-7.117,0.0854,98.039,0.716,1,11,42,1
22WV03i2lBbwNVCE1g671p,151 Rum,['JID'],156780,11/26/18,2018,0.155,0.756,0.867,0.00285,0.33,-3.626,0.162,129.983,0.666,1,7,69,1
6XyxCBp6x3jvtxXvMN5sAA,1539 N. Calvert,['JPEGMAFIA'],157259,1/19/18,2018,0.278,0.863,0.717,0.0826,0.0991,-3.143,0.17,152.05,0.357,0,4,64,1
5EPQXIxxry2D99lq31Hdu7,15th and the 1st (feat. YG Hootie),"['Gucci Mane', 'Waka Flocka Flame']",233373,8/5/11,2011,0.0362,0.83,0.672,0.0,0.106,-4.199,0.333,140.081,0.406,1,11,52,1
7jHJ2MzIKO1kIMxGamKRKn,16,['Highly Suspect'],278656,11/1/19,2019,0.00124,0.534,0.621,1.39e-05,0.0596,-5.205,0.0449,91.845,0.186,1,2,64,1
0mGgevCESeu4makwMg14Bh,16 / 04 / 16 (Jack's Song),['Cavetown'],258012,8/15/16,2016,0.217,0.592,0.361,0.0,0.0852,-15.159,0.0502,134.907,0.182,1,7,54,0
3ejiBES85FovlVRKGAjIHG,16 Dollars,['Volbeat'],168720,2010,2010,0.000853,0.521,0.879,1.9e-06,0.261,-5.099,0.0417,126.733,0.501,1,7,45,0
6akBF8JWM8lrpqejdwIfYI,16 Lines,['Lil Peep'],244907,11/9/18,2018,0.0663,0.607,0.45,1.12e-05,0.107,-8.507,0.0338,105.992,0.121,1,0,72,1
2169IKAivSUUFGcedGASXc,16 Shots,['Stefflon Don'],224728,5/22/17,2017,0.0271,0.684,0.79,0.000371,0.0854,-4.871,0.0735,95.083,0.549,0,3,71,1
5YqYLur57vzjL0Ts8fk0G2,16 Shots,['Vic Mensa'],345747,6/3/16,2016,0.217,0.532,0.693,0.0,0.104,-7.099,0.332,98.441,0.126,0,6,66,1
7a5RvlW5tMU0AZ4tvbGLhn,16-Sep,['Russ'],249867,7/20/18,2018,0.947,0.679,0.376,0.0,0.115,-12.39,0.395,123.352,0.321,1,1,64,0
39rHfrVqCX6A55GF7uOZSC,1612,['Vulfpeck'],199640,8/26/14,2014,0.177,0.678,0.392,0.0045,0.0839,-11.328,0.274,171.274,0.706,1,0,58,0
0ND8rF8oirMXtE59n585P6,17,['Julia Michaels'],182800,6/28/19,2019,0.458,0.774,0.466,0.0,0.111,-6.869,0.0433,97.975,0.396,1,4,73,0
034KyQEk7IhbLtniVhBErj,17,['Pink Sweat$'],160737,2/28/20,2020,0.169,0.558,0.364,0.000101,0.109,-8.663,0.0501,129.174,0.252,1,5,73,0
5UVBumEwdUnzvqxrXOYLFA,17,['Youth Lagoon'],236000,2011,2011,0.835,0.348,0.263,0.654,0.129,-8.531,0.0516,74.517,0.12,1,0,57,0
6rEA2GbBkGC9GqOOrBwvza,17 Años - Concierto Sinfónico Cumbia Fuzion,"['Los Angeles Azules', 'Jay de la Cueva']",336147,10/16/15,2015,0.00879,0.526,0.765,0.000463,0.967,-4.544,0.0368,91.035,0.627,1,0,51,0
3CHwhGXeK1kCzxfbmoRK1d,18,['5 Seconds of Summer'],189009,6/27/14,2014,0.000325,0.458,0.958,0.000377,0.355,-4.012,0.198,160.121,0.352,1,2,50,0
3JjnGLK8IxkNLvo8Lb3KOM,18,['One Direction'],248360,11/17/14,2014,0.22,0.681,0.582,0.0,0.119,-7.76,0.0313,124.038,0.221,0,6,79,0
21hbZ0yllYOoXEbiFDYMSI,18,['Anarbor'],157360,6/4/13,2013,0.0603,0.724,0.854,0.0,0.0805,-2.779,0.0997,98.056,0.88,1,11,62,0
0TK2EY9qEOo7n2c1UGUukJ,18,['iann dior'],127112,5/22/19,2019,0.047,0.607,0.462,0.0,0.0831,-9.644,0.102,170.039,0.585,1,0,67,1
